recv_ts_iso,recv_ts_epoch,topic,node,epoch,t_ms,ct1_irms,ct2_irms,ct1_apparpower,ct2_apparpower,ct1_power,ct2_power,vrms
2026-02-25T15:00:56.715512+00:00,1772031656.716,home/load_meter/node_boiler/metrics,node_boiler,1772031656,169275,0.0,,0.0,,,,
2026-02-25T15:00:57.742385+00:00,1772031657.742,home/load_meter/node_boiler/metrics,node_boiler,1772031657,170275,0.0,,0.0,,,,
2026-02-25T15:00:58.774642+00:00,1772031658.775,home/load_meter/node_boiler/metrics,node_boiler,1772031658,171275,0.0,,0.0,,,,
2026-02-25T15:00:59.790124+00:00,1772031659.790,home/load_meter/node_boiler/metrics,node_boiler,1772031659,172275,0.0,,0.0,,,,
2026-02-25T15:01:00.815037+00:00,1772031660.815,home/load_meter/node_boiler/metrics,node_boiler,1772031660,173275,0.0,,0.0,,,,
2026-02-25T15:01:01.834649+00:00,1772031661.835,home/load_meter/node_boiler/metrics,node_boiler,1772031661,174275,0.0,,0.0,,,,
2026-02-25T15:01:02.657617+00:00,1772031662.658,home/load_meter/node_boiler/metrics,node_boiler,1772031662,175275,0.0,,0.0,,,,
2026-02-25T15:01:03.615362+00:00,1772031663.615,home/load_meter/node_boiler/metrics,node_boiler,1772031663,176275,0.0,,0.0,,,,
2026-02-25T15:01:04.706663+00:00,1772031664.707,home/load_meter/node_boiler/metrics,node_boiler,1772031664,177275,0.0,,0.0,,,,
2026-02-25T15:01:05.726086+00:00,1772031665.726,home/load_meter/node_boiler/metrics,node_boiler,1772031665,178275,0.0,,0.0,,,,
2026-02-25T15:01:06.649557+00:00,1772031666.650,home/load_meter/node_boiler/metrics,node_boiler,1772031666,179275,0.0,,0.0,,,,
2026-02-25T15:01:07.775501+00:00,1772031667.776,home/load_meter/node_boiler/metrics,node_boiler,1772031667,180275,0.0,,0.0,,,,
2026-02-25T15:01:08.615506+00:00,1772031668.616,home/load_meter/node_boiler/metrics,node_boiler,1772031668,181275,0.0,,0.0,,,,
2026-02-25T15:01:09.831808+00:00,1772031669.832,home/load_meter/node_boiler/metrics,node_boiler,1772031669,182275,0.0,,0.0,,,,
2026-02-25T15:01:10.645058+00:00,1772031670.645,home/load_meter/node_boiler/metrics,node_boiler,1772031670,183275,0.0,,0.0,,,,
2026-02-25T15:01:11.667741+00:00,1772031671.668,home/load_meter/node_boiler/metrics,node_boiler,1772031671,184275,0.0,,0.0,,,,
2026-02-25T15:01:12.693463+00:00,1772031672.693,home/load_meter/node_boiler/metrics,node_boiler,1772031672,185275,0.0,,0.0,,,,
2026-02-25T15:01:13.715155+00:00,1772031673.715,home/load_meter/node_boiler/metrics,node_boiler,1772031673,186275,0.0,,0.0,,,,
2026-02-25T15:01:14.638955+00:00,1772031674.639,home/load_meter/node_boiler/metrics,node_boiler,1772031674,187275,0.0,,0.0,,,,
2026-02-25T15:01:15.617911+00:00,1772031675.618,home/load_meter/node_boiler/metrics,node_boiler,1772031675,188275,0.0,,0.0,,,,
2026-02-25T15:01:16.617447+00:00,1772031676.617,home/load_meter/node_boiler/metrics,node_boiler,1772031676,189275,0.0,,0.0,,,,
2026-02-25T15:01:17.618795+00:00,1772031677.619,home/load_meter/node_boiler/metrics,node_boiler,1772031677,190275,0.0,,0.0,,,,
2026-02-25T15:01:18.631373+00:00,1772031678.631,home/load_meter/node_boiler/metrics,node_boiler,1772031678,191276,0.0,,0.0,,,,
2026-02-25T15:01:19.655044+00:00,1772031679.655,home/load_meter/node_boiler/metrics,node_boiler,1772031679,192276,0.0,,0.0,,,,
2026-02-25T15:01:20.688963+00:00,1772031680.689,home/load_meter/node_boiler/metrics,node_boiler,1772031680,193276,0.0,,0.0,,,,
2026-02-25T15:01:21.704531+00:00,1772031681.705,home/load_meter/node_boiler/metrics,node_boiler,1772031681,194276,0.0,,0.0,,,,
2026-02-25T15:01:22.702488+00:00,1772031682.702,home/load_meter/node_boiler/metrics,node_boiler,1772031682,195276,0.0,,0.0,,,,
2026-02-25T15:01:23.707091+00:00,1772031683.707,home/load_meter/node_boiler/metrics,node_boiler,1772031683,196276,0.0,,0.0,,,,
2026-02-25T15:01:24.670849+00:00,1772031684.671,home/load_meter/node_boiler/metrics,node_boiler,1772031684,197276,0.0,,0.0,,,,
2026-02-25T15:01:25.797606+00:00,1772031685.798,home/load_meter/node_boiler/metrics,node_boiler,1772031685,198276,0.0,,0.0,,,,
2026-02-25T15:01:26.824598+00:00,1772031686.825,home/load_meter/node_boiler/metrics,node_boiler,1772031686,199276,0.0,,0.0,,,,
2026-02-25T15:01:27.848907+00:00,1772031687.849,home/load_meter/node_boiler/metrics,node_boiler,1772031687,200276,0.0,,0.0,,,,
2026-02-25T15:01:28.667606+00:00,1772031688.668,home/load_meter/node_boiler/metrics,node_boiler,1772031688,201276,0.0,,0.0,,,,
2026-02-25T15:01:29.789213+00:00,1772031689.789,home/load_meter/node_boiler/metrics,node_boiler,1772031689,202276,0.0,,0.0,,,,
2026-02-25T15:01:30.715317+00:00,1772031690.715,home/load_meter/node_boiler/metrics,node_boiler,1772031690,203276,0.0,,0.0,,,,
2026-02-25T15:01:31.739963+00:00,1772031691.740,home/load_meter/node_boiler/metrics,node_boiler,1772031691,204276,0.0,,0.0,,,,
2026-02-25T15:01:32.665868+00:00,1772031692.666,home/load_meter/node_boiler/metrics,node_boiler,1772031692,205276,0.0,,0.0,,,,
2026-02-25T15:01:33.788358+00:00,1772031693.788,home/load_meter/node_boiler/metrics,node_boiler,1772031693,206276,0.0,,0.0,,,,
2026-02-25T15:01:34.807773+00:00,1772031694.808,home/load_meter/node_boiler/metrics,node_boiler,1772031694,207276,0.0,,0.0,,,,
2026-02-25T15:01:35.631234+00:00,1772031695.631,home/load_meter/node_boiler/metrics,node_boiler,1772031695,208276,0.0,,0.0,,,,
2026-02-25T15:01:36.653877+00:00,1772031696.654,home/load_meter/node_boiler/metrics,node_boiler,1772031696,209276,0.0,,0.0,,,,
2026-02-25T15:01:37.678307+00:00,1772031697.678,home/load_meter/node_boiler/metrics,node_boiler,1772031697,210276,0.0,,0.0,,,,
2026-02-25T15:01:38.703209+00:00,1772031698.703,home/load_meter/node_boiler/metrics,node_boiler,1772031698,211276,0.0,,0.0,,,,
2026-02-25T15:01:39.726478+00:00,1772031699.726,home/load_meter/node_boiler/metrics,node_boiler,1772031699,212276,0.0,,0.0,,,,
2026-02-25T15:01:40.750727+00:00,1772031700.751,home/load_meter/node_boiler/metrics,node_boiler,1772031700,213276,0.0,,0.0,,,,
2026-02-25T15:01:41.706680+00:00,1772031701.707,home/load_meter/node_boiler/metrics,node_boiler,1772031701,214276,0.0,,0.0,,,,
2026-02-25T15:01:42.684642+00:00,1772031702.685,home/load_meter/node_boiler/metrics,node_boiler,1772031702,215276,0.0,,0.0,,,,
2026-02-25T15:01:43.823131+00:00,1772031703.823,home/load_meter/node_boiler/metrics,node_boiler,1772031703,216276,0.0,,0.0,,,,
2026-02-25T15:01:44.642129+00:00,1772031704.642,home/load_meter/node_boiler/metrics,node_boiler,1772031704,217276,0.0,,0.0,,,,
2026-02-25T15:01:45.620515+00:00,1772031705.621,home/load_meter/node_boiler/metrics,node_boiler,1772031705,218276,0.0,,0.0,,,,
2026-02-25T15:01:46.689665+00:00,1772031706.690,home/load_meter/node_boiler/metrics,node_boiler,1772031706,219276,0.0,,0.0,,,,
2026-02-25T15:01:47.616002+00:00,1772031707.616,home/load_meter/node_boiler/metrics,node_boiler,1772031707,220276,0.0,,0.0,,,,
2026-02-25T15:01:48.737354+00:00,1772031708.737,home/load_meter/node_boiler/metrics,node_boiler,1772031708,221276,0.0,,0.0,,,,
2026-02-25T15:01:49.757673+00:00,1772031709.758,home/load_meter/node_boiler/metrics,node_boiler,1772031709,222276,0.0,,0.0,,,,
2026-02-25T15:01:50.782367+00:00,1772031710.782,home/load_meter/node_boiler/metrics,node_boiler,1772031710,223276,0.0,,0.0,,,,
2026-02-25T15:01:51.712033+00:00,1772031711.712,home/load_meter/node_boiler/metrics,node_boiler,1772031711,224276,0.0,,0.0,,,,
2026-02-25T15:01:52.834292+00:00,1772031712.834,home/load_meter/node_boiler/metrics,node_boiler,1772031712,225276,0.0,,0.0,,,,
2026-02-25T15:01:53.654009+00:00,1772031713.654,home/load_meter/node_boiler/metrics,node_boiler,1772031713,226276,0.0,,0.0,,,,
2026-02-25T15:01:54.676943+00:00,1772031714.677,home/load_meter/node_boiler/metrics,node_boiler,1772031714,227276,0.0,,0.0,,,,
2026-02-25T15:01:55.701331+00:00,1772031715.701,home/load_meter/node_boiler/metrics,node_boiler,1772031715,228276,0.0,,0.0,,,,
2026-02-25T15:01:56.723995+00:00,1772031716.724,home/load_meter/node_boiler/metrics,node_boiler,1772031716,229276,0.0,,0.0,,,,
